Efraim Morais Filho,Efraim Morais Filho
Deputado Federal da Paraíba,Deputado Federal da Paraíba.1
Período,1.º de fevereiro de 2007 até a atualidade
Dados pessoais,Dados pessoais
Nome completo,Efraim de Araújo Morais Filho
Nascimento,"18 de março de 1979 (42 anos) João Pessoa, Paraíba"
Nacionalidade,Brasil
Progenitores,Mãe: Ângela Maria Mayer Ventura MoraisPai: Efraim Morais
Partido,PFL (2001-2007)DEM (2007-presente)
Profissão,Político e advogado
,
