Adauto Pereira,Adauto Pereira
Deputado federal pela Paraíba,Deputado federal pela Paraíba.1
Período,1983-2003
Dados pessoais,Dados pessoais
Nascimento,"4 de junho de 1935 Pombal, PB"
Morte,"27 de dezembro de 2003 (68 anos) Chapecó, SC"
Partido,"PDS, PFL"
Profissão,Agropecuarista e industrial
